data;

param n := 100;
param k := 100;
param Q := 200;
param M := 1469.0;

param demand :=
1 20
2 20
3 10
4 20
5 10
6 10
7 20
8 10
9 10
10 30
11 10
12 20
13 20
14 30
15 20
16 10
17 20
18 30
19 20
20 30
21 10
22 20
23 20
24 20
25 10
26 40
27 20
28 20
29 10
30 20
31 10
32 10
33 10
34 30
35 20
36 20
37 10
38 10
39 10
40 20
41 10
42 20
43 20
44 20
45 40
46 10
47 10
48 20
49 20
50 20
51 20
52 10
53 20
54 20
55 30
56 30
57 10
58 40
59 20
60 30
61 20
62 20
63 20
64 40
65 20
66 20
67 10
68 10
69 20
70 10
71 10
72 10
73 20
74 30
75 20
76 10
77 20
78 10
79 10
80 10
81 20
82 20
83 10
84 10
85 30
86 20
87 10
88 10
89 20
90 20
91 20
92 20
93 20
94 20
95 20
96 20
97 20
98 10
99 30
100 10
;

param earliest_time :=
1 306.0
2 562.0
3 253.0
4 672.0
5 358.0
6 233.0
7 163.0
8 913.0
9 91.0
10 106.0
11 1115.0
12 629.0
13 39.0
14 626.0
15 470.0
16 286.0
17 551.0
18 163.0
19 245.0
20 119.0
21 306.0
22 412.0
23 582.0
24 939.0
25 575.0
26 569.0
27 722.0
28 53.0
29 197.0
30 390.0
31 159.0
32 837.0
33 464.0
34 569.0
35 471.0
36 369.0
37 701.0
38 468.0
39 635.0
40 698.0
41 661.0
42 116.0
43 1200.0
44 174.0
45 238.0
46 874.0
47 118.0
48 669.0
49 386.0
50 274.0
51 135.0
52 176.0
53 452.0
54 835.0
55 381.0
56 649.0
57 201.0
58 428.0
59 12.0
60 307.0
61 104.0
62 803.0
63 252.0
64 901.0
65 383.0
66 797.0
67 530.0
68 214.0
69 155.0
70 996.0
71 188.0
72 368.0
73 383.0
74 566.0
75 194.0
76 111.0
77 569.0
78 559.0
79 563.0
80 926.0
81 1026.0
82 694.0
83 944.0
84 396.0
85 960.0
86 51.0
87 276.0
88 83.0
89 629.0
90 53.0
91 520.0
92 623.0
93 746.0
94 507.0
95 601.0
96 519.0
97 743.0
98 326.0
99 403.0
100 811.0
;

param latest_time :=
0 1496.0
1 355.0
2 629.0
3 319.0
4 732.0
5 414.0
6 297.0
7 210.0
8 974.0
9 155.0
10 155.0
11 1184.0
12 696.0
13 100.0
14 680.0
15 537.0
16 353.0
17 633.0
18 233.0
19 299.0
20 180.0
21 370.0
22 485.0
23 655.0
24 988.0
25 629.0
26 626.0
27 775.0
28 107.0
29 265.0
30 457.0
31 211.0
32 921.0
33 527.0
34 624.0
35 519.0
36 422.0
37 769.0
38 542.0
39 698.0
40 776.0
41 731.0
42 156.0
43 1260.0
44 222.0
45 294.0
46 927.0
47 175.0
48 755.0
49 442.0
50 335.0
51 186.0
52 255.0
53 505.0
54 878.0
55 442.0
56 707.0
57 249.0
58 494.0
59 81.0
60 366.0
61 153.0
62 863.0
63 305.0
64 949.0
